k_hat,basis,n_dof,jump_capable,n_q_per_segment,cholesky_ok,seconds_construct,seconds_solve,seconds,e_lam_vs_uniform_mode1,e_lam_mode1,e_lam_mode2,e_lam_mode3,e_lam_mode4,e_lam_mode5,e_lam_mode6
10.0,hermite_fem_split_rotation,81,True,,True,1.4400575309991837e-06,0.0013273039367049932,0.0013287439942359924,0.1739680975047682,6.2965359969950756e-09,2.626726083396071e-07,1.9532557331231715e-06,6.9469239920340365e-06,1.96238556925752e-05,4.686447680892502e-05
10.0,monomial_raw,24,False,48,False,9.551877155900002e-06,0.000892378855496645,0.000901930732652545,nan,nan,nan,nan,nan,nan,nan
10.0,monomial_orthonormalized,24,False,48,True,0.02702102088369429,0.0007765078917145729,0.027797528775408864,1.402862316996871e-06,0.21060528996569625,0.0015799898133602058,0.05428076600848801,0.13459369833410187,0.09142287820840037,0.009720882295463976
10.0,shifted_legendre,24,False,48,True,0.0008850509766489267,0.0018754932098090649,0.0027605441864579916,6.969995485214058e-10,0.2106069874368283,0.0016367793646962327,0.05475898003487926,0.13662441535436212,0.09709795286800901,0.023101164698693874
10.0,integrated_legendre,24,False,48,True,0.0023058101069182158,0.0025310569908469915,0.004836867097765207,1.5697112886635554e-09,0.21060699018092427,0.0016367839969815693,0.05475897999754258,0.1366244153973115,0.09709795283265184,0.023101164677944357
10.0,chebyshev,24,False,48,True,0.0006030839867889881,0.0015372708439826965,0.0021403548307716846,1.5256754008762815e-09,0.2106069901276141,0.001636785856954871,0.05475898021273288,0.13662441538732606,0.09709795289103536,0.02310116468043875
10.0,bspline_C0,23,True,48,True,0.000591483898460865,0.006756999064236879,0.007348482962697744,0.17396801892368752,8.883426942211394e-08,4.274508538333131e-06,3.250689982359221e-05,0.00011993147729989081,0.00035527916114354936,0.0008940263401519108
10.0,enriched_split,24,True,48,False,8.671893738210201e-05,0.0008449710439890623,0.0009316899813711643,nan,nan,nan,nan,nan,nan,nan
10.0,enriched_split_orthonormalized,24,True,48,True,0.010803966084495187,0.0007981229573488235,0.01160208904184401,0.1739693191116058,1.485182310518396e-06,9.311768019029649e-07,1.3053315643476958e-05,3.4245958767203354e-05,3.844937365698952e-05,3.851713291321569e-05
10.0,hermite_fem_split_rotation,81,True,,True,2.0961742848157883e-06,0.0015458939597010612,0.001547990133985877,0.1739680975047682,6.2965359969950756e-09,2.626726083396071e-07,1.9532557331231715e-06,6.9469239920340365e-06,1.96238556925752e-05,4.686447680892502e-05
100.0,monomial_raw,8,False,16,True,5.119014531373978e-06,0.0004395658615976572,0.0004446848761290312,1.0144564524205356e-13,0.02105366217356552,0.00019239744431893152,0.0061565454800311765,0.019843533477095863,0.026351074037226276,0.4266494959714989
100.0,monomial_orthonormalized,8,False,16,True,0.062285687075927854,0.00030550197698175907,0.06259118905290961,2.8695035913368405e-13,0.021053662173962092,0.00019239744598807787,0.006156545505102326,0.019843537647991773,0.026351293798817736,0.426650259995808
100.0,shifted_legendre,8,False,16,True,0.00015478301793336868,0.0004380929749459028,0.0005928759928792715,1.316781718127732e-12,0.021053662175013605,0.00019239744844132723,0.006156545504460338,0.01984353764763667,0.02635129379912945,0.42665025999510453
100.0,integrated_legendre,8,False,16,True,0.0004042540676891804,0.0006897400598973036,0.001093994127586484,9.954892779560156e-13,0.021053662172652653,0.00019239744328318018,0.00615654550448558,0.01984353764787758,0.026351293799236924,0.4266502599961442
100.0,chebyshev,8,False,16,True,0.00012651109136641026,0.00041358196176588535,0.0005400930531322956,1.2946533479191254e-13,0.02105366217353691,0.000192397444414134,0.0061565455047280235,0.019843537647916402,0.026351293798863716,0.4266502599970913
100.0,bspline_C0,8,True,16,True,0.00022758287377655506,0.0007648589089512825,0.0009924417827278376,0.020592472081130846,2.7643142021413787e-05,0.001275980211517548,0.01211784381604792,0.05813187968954976,0.039605123304464335,1.4566704188334
