m,basis,n_dof,kappa_M_raw,kappa_K_raw,kappa_M_massnorm,kappa_K_massnorm,kappa_K_equilibrated,cholesky_ok,kappa_A_transformed,Lam_fp64,backward_error,Lam_highprec,highprec_path,Lam_absdiff_rel
3,integrated_legendre,16,4284091673.2719316,1290.5359044724562,546608.6967212157,152883.1415383116,10.082188876309568,True,33036763.437948998,242.14296130860834,7.754613269395954e-12,242.1429612866575,cholesky,9.065233629302167e-11
3,chebyshev,16,6502812.876925531,477974.19122155686,5729048.147460699,324.5344174101695,371.41524905716,True,33036763.44438777,242.14296127461458,7.726120965088258e-14,242.1429612866573,cholesky,4.97339793361016e-11
3,bspline_p3,15,23.512207245113583,82874.9669430558,19.551753736476595,131935.02417865137,47114.305097491546,True,1106337.873888203,242.14599025191714,3.6863616184236035e-16,242.14599025465213,cholesky,1.129480886262911e-11
3,radial_hermite_fem,80,3625666.647454619,74781601.63013616,29.17299554003553,44365312.04921389,6042569.0575741185,True,336040998.1560452,242.14300586989157,8.042791449154054e-16,242.14300563582822,cholesky,9.666327111975535e-10
4,monomial_raw,6,1867911832.6897235,10726962.593939878,1501329183.179512,12742747.010222604,9859070.446862381,True,18986.564549023944,548.8265780726882,1.064966805697564e-16,548.8265780727028,cholesky,2.6514596431295947e-14
4,monomial_orthonormalized,6,1.8641737665354592,18356.480569462616,1.82126106490205,22582.601340031484,58.84428359725369,True,18986.564316942495,548.8265780725908,3.206836168440893e-17,548.8265780726045,cholesky,2.5064579438963937e-14
4,shifted_legendre,6,29491.701750891953,911.5184582171097,59710.68572605976,58.11959713665794,66.23608384221164,True,18986.56431696134,548.8265780726348,5.1446675988554485e-15,548.8265780726047,cholesky,5.4893500424177206e-14
4,integrated_legendre,6,2260223.325526223,602.5727827785408,3122.7823149672367,1023.8359928065752,8.932818901903232,True,18986.56431694234,548.8265780726097,7.0865621109469e-16,548.8265780726042,cholesky,9.942973661737767e-15
4,chebyshev,6,34174.71076546961,1557.724839219588,35287.188182910366,33.05631500963656,36.95254100442001,True,18986.56431690292,548.8265780726169,1.4147002176843921e-15,548.8265780726045,cholesky,2.2578836023529498e-14
4,bspline_p3,5,18.314429161603638,416.93672374941144,16.75245068167506,445.64176610583434,384.70765700678066,True,3571.5217200722086,549.4926942466869,5.883610811815107e-16,549.4926942467869,cholesky,1.8185997994801336e-13
4,radial_hermite_fem,80,3625666.647454619,39245163.250868164,29.17299554003553,19578051.593808196,2667416.347522861,True,148275643.50259265,548.8044618524704,8.022440936639779e-16,548.8044609137053,cholesky,1.7105638716638215e-09
4,monomial_raw,8,3070182333731.297,9638714771.638355,2286399191801.1484,11390959340.093456,9284941270.9324,True,122430.2321218877,548.8047328244038,6.758454551631664e-17,548.8047328249172,cholesky,9.355053417781091e-13
4,monomial_orthonormalized,8,2.0112630161981646,121613.44317109199,1.9784751545807346,151345.0949730412,121.2028803945052,True,122432.34668382313,548.8047328252948,2.4438636516918842e-17,548.8047328254387,cholesky,2.622563690633217e-13
4,shifted_legendre,8,129918.1620919533,3389.053826246631,310408.4134820021,133.04781252885078,159.72910504315712,True,122432.3466795326,548.8047328255503,9.819677844168253e-15,548.8047328254388,cholesky,2.0321761299456437e-13
4,integrated_legendre,8,19183973.1774154,926.285618000055,13679.693812169075,3747.9864541689944,8.933175031261502,True,122432.34667901999,548.8047328256549,3.237673047238177e-14,548.8047328254384,cholesky,3.9462747477537766e-13
4,chebyshev,8,150752.863749981,6406.146183154828,152902.4568249353,59.96506784844909,70.63363657949557,True,122432.34667917945,548.8047328253737,3.808248507934991e-15,548.8047328254388,cholesky,1.1869897272771191e-13
4,bspline_p3,7,21.18433042187953,1718.0138844039802,18.55984939841392,2084.4826691917415,1433.7846764810708,True,17213.226976798815,548.9747823176167,8.982266872909911e-16,548.9747823181151,cholesky,9.078797653819268e-13
4,radial_hermite_fem,80,3625666.647454619,39245163.250868164,29.17299554003553,19578051.593808196,2667416.347522861,True,148275643.50259265,548.8044618524704,8.022440936639779e-16,548.8044609137053,cholesky,1.7105638716638215e-09
4,monomial_raw,10,4186349411285620.0,9256806693710.451,2895481076347426.0,10885960193025.217,9253505020185.67,True,543060.6478057026,548.8043719852901,6.361852509347083e-17,548.8043719870531,cholesky,3.2123319028345672e-12
4,monomial_orthonormalized,10,2.1060189247125853,553935.3643109318,2.0807938035773206,693740.4547146342,260.14839191565727,True,547034.171462958,548.8043719662235,1.7591810440493967e-17,548.8043719657595,cholesky,8.453941120769018e-13
4,shifted_legendre,10,428047.1146550058,10372.571656073078,1122511.4633290234,253.9326842816538,324.491327257521,True,547034.1718389866,548.8043719660468,1.3893792721622125e-14,548.8043719657596,cholesky,5.232701610159896e-13
4,integrated_legendre,10,105076307.5740789,1245.054580148686,43938.42313689919,9965.906057588341,8.933186303046476,True,547034.171829711,548.804371967679,2.8693792507875033e-13,548.804371965759,cholesky,3.49861826975418e-12
4,chebyshev,10,493546.0990693874,21294.53905614365,481848.71538301127,96.0285767830439,118.41154345946445,True,547034.1718307405,548.8043719657054,1.4213916878966626e-15,548.8043719657595,cholesky,9.860514514790621e-14
4,bspline_p3,9,22.259160656173545,4792.731651121517,19.163008354821173,6389.534318636611,3617.699140819159,True,53293.4378438852,548.8623270605369,4.1637572552014397e-16,548.8623270609135,cholesky,6.860204972534112e-13
4,radial_hermite_fem,80,3625666.647454619,39245163.250868164,29.17299554003553,19578051.593808196,2667416.347522861,True,148275643.50259265,548.8044618524704,8.022440936639779e-16,548.8044609137053,cholesky,1.7105638716638215e-09
4,monomial_raw,12,1.1082702931859005e+17,8303290684266603.0,7.43745103742027e+16,8785645702749594.0,8520728143740054.0,True,1361835.8327746636,548.8043678559366,5.0482517990424254e-17,548.8043678395827,cholesky,2.979905511800655e-11
4,monomial_orthonormalized,12,2.169615405754276,1968612.2247494594,2.149834193201268,2474972.30044527,515.4313877945846,True,1916536.587237006,548.8043678535764,6.501165290064115e-18,548.8043678540009,cholesky,7.735117956740575e-13
4,shifted_legendre,12,1160655.5935580817,27794.72544236569,3230277.4761258126,438.76037323433263,591.3248427178097,True,1916536.6217346068,548.8043678531842,2.4447124988559816e-14,548.8043678540134,cholesky,1.5109788531458079e-12
4,integrated_legendre,12,434041775.4076175,1563.407075364744,115647.68065826107,21894.11623859182,8.933186561224698,True,1916536.621680965,548.8043678570061,4.5146926311087856e-13,548.8043678540132,cholesky,5.453527459270161e-12
4,chebyshev,12,1326161.764359999,60732.16054404334,1245486.4772417685,146.8805491846479,183.25590129745925,True,1916536.6217069612,548.8043678535981,6.632081112636e-15,548.8043678540135,cholesky,7.569395022477078e-13
4,bspline_p3,11,22.835738181459092,10748.698604953512,19.402029852071188,15373.065395927999,7408.25187823762,True,128677.06885630704,548.8287136485784,7.476815850986851e-16,548.8287136474983,cholesky,1.968079691046969e-12
4,radial_hermite_fem,80,3625666.647454619,39245163.250868164,29.17299554003553,19578051.593808196,2667416.347522861,True,148275643.50259265,548.8044618524704,8.022440936639779e-16,548.8044609137053,cholesky,1.7105638716638215e-09
4,monomial_raw,16,5.910426777615363e+17,1.5028703943711191e+19,5.6548835338728704e+17,1.0982902924236237e+17,1.1200157680465318e+18,False,nan,nan,nan,-9916969.63605797,general_pencil,nan
4,monomial_orthonormalized,16,2.2459579421506217,15272109.003331041,2.233049318178227,19281787.03656504,1613.4796786312293,True,14578228.209578352,548.8043678303354,1.749545559055429e-17,548.8043678172552,cholesky,2.3834065253679037e-11
4,shifted_legendre,16,5799153.769254457,148459.27388557568,17382448.225590006,1164.072664280291,1584.7208323364991,True,14578535.517913472,548.8043678089289,9.437908188604743e-14,548.8043678172355,cholesky,1.5135889894618878e-11
4,integrated_legendre,16,4284091673.2719316,2204.7353535155285,546608.6967212157,74636.70391750333,8.933186565970678,True,14578535.51445752,548.8043678136896,5.042572125835065e-13,548.8043678172351,cholesky,6.46029428535276e-12
4,chebyshev,16,6502812.876925531,350013.1125349849,5729048.147460699,321.10651397848926,376.98020616748454,True,14578535.51747358,548.8043678230094,3.3871531481568105e-14,548.8043678172355,cholesky,1.052092048241184e-11
4,bspline_p3,15,23.512207245113583,37034.00675493217,19.551753736476595,58309.50818076894,21888.843207071954,True,488636.82333633385,548.8107711533687,5.168032154021058e-16,548.8107711514177,cholesky,3.5549226157632653e-12
4,radial_hermite_fem,80,3625666.647454619,39245163.250868164,29.17299554003553,19578051.593808196,2667416.347522861,True,148275643.50259265,548.8044618524704,8.022440936639779e-16,548.8044609137053,cholesky,1.7105638716638215e-09
