m,basis,n_dof,kappa_M_raw,kappa_K_raw,kappa_M_massnorm,kappa_K_massnorm,kappa_K_equilibrated,cholesky_ok,kappa_A_transformed,Lam_fp64,backward_error,Lam_highprec,highprec_path,Lam_absdiff_rel
3,monomial_raw,8,3070182333731.297,9555254326.325974,2286399191801.1484,11326007094.218922,9403696968.398026,True,277006.9229976673,242.14304503184187,5.614871021968839e-16,242.1430450314679,cholesky,1.5444294616707078e-12
3,monomial_orthonormalized,8,2.0112630161981646,276257.7679291674,1.9784751545807346,343656.14516060957,129.28774003483318,True,277011.7069289969,242.14304503176206,2.1055719077310846e-17,242.14304503182578,cholesky,2.6315631958204965e-13
3,shifted_legendre,8,129918.1620919533,3651.9903201254833,310408.4134820021,86.83655628263188,89.09025899303545,True,277011.7069192834,242.1430450318067,2.4122608918689193e-15,242.14304503182595,cholesky,7.946334895497212e-14
3,integrated_legendre,8,19183973.1774154,555.2104952061154,13679.693812169075,7557.548064398654,10.082181605577896,True,277011.7069180738,242.1430450317718,1.8038299862510144e-14,242.14304503182584,cholesky,2.231312058543605e-13
3,chebyshev,8,150752.863749981,7489.139194601315,152902.4568249353,45.1362200106418,42.29662552098125,True,277011.70691855345,242.1430450318952,5.580193169760188e-15,242.14304503182592,cholesky,2.8616195679796463e-13
3,bspline_p3,7,21.18433042187953,3790.7983984519797,18.55984939841392,4676.20378292697,3090.9478251564724,True,38792.06416170881,242.22677653472263,8.644344482977699e-16,242.22677653430262,cholesky,1.7339784972246057e-12
3,radial_hermite_fem,80,3625666.647454619,74781601.63013616,29.17299554003553,44365312.04921389,6042569.0575741185,True,336040998.1560452,242.14300586989157,8.042791449154054e-16,242.14300563582822,cholesky,9.666327111975535e-10
3,monomial_raw,10,4186349411285620.0,9193663656823.846,2895481076347426.0,10830455650465.014,9398048612349.469,True,1229853.081077011,242.14296200247477,5.036763730198591e-16,242.14296200191197,cholesky,2.324274409992623e-12
3,monomial_orthonormalized,10,2.1060189247125853,1259514.36286371,2.0807938035773206,1576751.8432013278,271.5657030983263,True,1238858.093823723,242.14296199673075,4.569706478258772e-17,242.14296199520595,cholesky,6.2970910930788615e-12
3,shifted_legendre,10,428047.1146550058,12333.3033792434,1122511.4633290234,192.41737639617529,203.44629555199214,True,1238858.0946770902,242.1429619953272,6.887189076707121e-15,242.14296199520604,cholesky,5.003727810359033e-13
3,integrated_legendre,10,105076307.5740789,736.7630498376457,43938.42313689919,20257.08788894784,10.082188767140154,True,1238858.094654186,242.14296199513714,2.4575825973350784e-14,242.1429619952062,cholesky,2.852230490070946e-13
3,chebyshev,10,493546.0990693874,26920.889746894652,481848.71538301127,84.21975284869801,82.34516828149911,True,1238858.0946575857,242.14296199491537,1.1088157575655803e-14,242.14296199520598,cholesky,1.200166944896109e-12
3,bspline_p3,9,22.259160656173545,10634.04827795586,19.163008354821173,14398.469609353291,7784.555753839017,True,120405.50900342215,242.17082016648595,1.5714799810737856e-16,242.17082016640384,cholesky,3.3905950555073637e-13
3,radial_hermite_fem,80,3625666.647454619,74781601.63013616,29.17299554003553,44365312.04921389,6042569.0575741185,True,336040998.1560452,242.14300586989157,8.042791449154054e-16,242.14300563582822,cholesky,9.666327111975535e-10
3,monomial_raw,12,1.1082702931859005e+17,1.0731451094953676e+16,7.43745103742027e+16,1.0287077682648802e+16,1.2119616343303332e+16,True,3085027.7642025086,242.14296128333487,1.5565266995794017e-16,242.14296126606396,cholesky,7.132524683944376e-11
3,monomial_orthonormalized,12,2.169615405754276,4477845.233490886,2.149834193201268,5627316.435501103,531.332090169038,True,4341965.783426757,242.1429612917033,1.285545274975613e-17,242.14296129150853,cholesky,8.043759508337565e-13
3,shifted_legendre,12,1160655.5935580817,35139.184022349946,3230277.4761258126,379.2805617354648,424.7728990686072,True,4341965.86160008,242.1429612910361,1.6618339681545828e-14,242.14296129151126,cholesky,1.9622876325753087e-12
3,integrated_legendre,12,434041775.4076175,919.8027725840107,115647.68065826107,44682.602947005216,10.08218887496696,True,4341965.861464107,242.14296129358638,7.502638151670781e-13,242.14296129151094,cholesky,8.571128711182375e-12
3,chebyshev,12,1326161.764359999,80127.93448870498,1245486.4772417685,141.72719520703674,146.7004796950979,True,4341965.861550833,242.1429612881695,6.335891729980763e-14,242.14296129151126,cholesky,1.380080483687879e-11
3,bspline_p3,11,22.835738181459092,23937.51331100364,19.402029852071188,34717.43099804144,15933.280592138488,True,291053.1960924153,242.15454800809232,2.7744906167305326e-16,242.1545480083086,cholesky,8.93186646892766e-13
3,radial_hermite_fem,80,3625666.647454619,74781601.63013616,29.17299554003553,44365312.04921389,6042569.0575741185,True,336040998.1560452,242.14300586989157,8.042791449154054e-16,242.14300563582822,cholesky,9.666327111975535e-10
3,monomial_raw,16,5.910426777615363e+17,1.5484983668310634e+17,5.6548835338728704e+17,8.947923457320992e+17,2.2745556126164454e+17,False,nan,nan,nan,-10961510.675117373,general_pencil,nan
3,monomial_orthonormalized,16,2.2459579421506217,34747555.80788188,2.233049318178227,43852514.87945917,1641.6420331845075,True,33036067.040197413,242.14296128117942,7.16452186398362e-18,242.14296128666032,cholesky,2.263497258336335e-11
3,shifted_legendre,16,5799153.769254457,198044.9968034644,17382448.225590006,1140.2743099227475,1417.3297149642344,True,33036763.44635687,242.14296129882086,1.445303615314111e-13,242.1429612866573,cholesky,5.0232943609713566e-11
