k_hat,basis,n_dof,kappa_M_raw,kappa_K_raw,kappa_M_massnorm,kappa_K_massnorm,kappa_K_equilibrated,cholesky_ok,kappa_A_transformed,Lam_fp64,backward_error,Lam_highprec,highprec_path,Lam_absdiff_rel
100.0,integrated_legendre,24,129508460197.09302,714.9218198935797,6491745.025694254,1690313.9154671016,13.928203230275548,True,1329520296.1847177,12.36236338773153,1.13958842160861e-10,12.36236336832619,cholesky,1.5697112886635554e-09
100.0,chebyshev,24,74514841.9351708,11166805.185191171,57304596.159900434,781.4365448900516,1015.6169384096513,True,1329520294.42433,12.362363387187143,2.2188279680742373e-13,12.362363368326186,cholesky,1.525675688257713e-09
100.0,bspline_C0,23,26.486222397675043,5417038.760958564,19.737050981342662,7695455.439626752,363580.82618275745,True,51455658.61971584,12.107458335099302,9.722747079843386e-17,12.107458332794076,cholesky,1.9039720548783294e-10
100.0,enriched_split,24,2.5020996108487757e+18,8.37275343854612e+17,1.2969165499702666e+18,2.256402887070001e+19,7.208417226692749e+17,False,nan,nan,nan,-9262184.093432663,general_pencil,nan
100.0,enriched_split_orthonormalized,24,92.8391334868826,584662611.1593859,92.80569603332818,586684731.5263176,10291.69406611838,True,755404733.0670661,12.107454729421718,2.6504519339579272e-17,12.107454718318118,cholesky,9.170878665831736e-10
100.0,hermite_fem_split_rotation,81,1296196.1551142938,62132486.06652389,29.164828632867373,157856119.01886263,13652017.135021593,True,1494644972.721656,12.107457034420337,1.4701861694031625e-15,12.107457135526376,cholesky,8.35072451339516e-09
1000.0,monomial_raw,8,2133259516835.8428,5832933018.802865,1547857446821.9358,6950098132.065096,5933993514.7451315,True,543149.6886947288,12.362363368324935,1.0397404494260137e-15,12.362363368326214,cholesky,1.0345731526101758e-13
1000.0,monomial_orthonormalized,8,1.0000000001350717,543164.412101713,1.0000000001350622,543164.4121019919,87.8003055902374,True,543164.4120980884,12.362363368329737,7.903493062761194e-18,12.362363368326221,cholesky,2.843639262521579e-13
1000.0,shifted_legendre,8,109089.91238268255,6083.313358639364,279676.60236801533,67.78770328363132,65.89494466120645,True,543164.4120959464,12.362363368342468,2.0777424284099515e-14,12.362363368326223,cholesky,1.3140515945305626e-12
1000.0,integrated_legendre,8,19061900.32760243,228.1665382639197,16173.75198865781,16145.767752373471,13.928203230275509,True,543164.4120979264,12.362363368313883,7.138424916535661e-14,12.362363368326221,cholesky,9.980757108375385e-13
1000.0,chebyshev,8,170670.83982472512,13373.645038698183,150921.14320372915,39.442279532636384,32.95864996154468,True,543164.4120980127,12.362363368324589,1.4134446296419689e-15,12.362363368326221,cholesky,1.3205176767343765e-13
1000.0,bspline_C0,8,26.617341618594853,1157940.5216345773,22.814144012479467,1365171.2537423575,14014.536915195547,True,7950781.073545987,12.336739252126444,4.569734727137777e-17,12.336739252003621,cholesky,9.955843147669979e-12
1000.0,enriched_split,8,9222354794.596657,25196716.12208878,7235645900.008482,13499413.617786698,9802310.649162346,True,4644541.170666625,12.336391796613556,2.0764745089494454e-14,12.33639179664982,cholesky,2.939621687939935e-12
1000.0,enriched_split_orthonormalized,8,1.0009400652105769,4648354.022131959,1.0005525156217954,4644837.765058752,68.85637443374368,True,4644541.290677966,12.336391796734242,1.8284416541880154e-17,12.33639179664983,cholesky,6.842558050987294e-12
1000.0,hermite_fem_split_rotation,81,1296196.1551142938,61101996.24493273,29.164828632867373,875701388.8648729,13399284.974025892,True,8583512640.498699,12.336391962012208,1.7136040933256208e-15,12.336391875840127,cholesky,6.985193231021556e-09
1000.0,monomial_raw,12,3.023795205250497e+17,5713700659640837.0,8.652184482477536e+16,6701851394096556.0,6149378319290942.0,False,nan,12.362363368419103,2.5839289357101377e-14,12.362363368326186,cholesky,7.516173953712944e-12
1000.0,monomial_orthonormalized,12,1.0000002819753677,8785065.990356179,1.0000002819328038,8785065.981094185,365.21867396646,True,8785065.964220922,12.362363368670676,4.020619374926933e-17,12.362363368326198,cholesky,2.786507833983e-11
1000.0,shifted_legendre,12,890806.6729643898,60049.834018938025,2844700.988719922,292.2517145747741,332.2091390794235,True,8785065.98070808,12.362363368097867,7.58417866077193e-14,12.362363368326195,cholesky,1.846957351625755e-11
1000.0,integrated_legendre,12,449931609.61248493,349.8553586713444,141133.69752795013,94144.90246396227,13.928203230275473,True,8785065.980848752,12.36236336854964,1.313519114474731e-12,12.362363368326202,cholesky,1.807413666681543e-11
1000.0,chebyshev,12,1518996.9829343276,144128.45386184996,1279130.7087345899,115.68851201288123,114.72037157306637,True,8785065.980678093,12.36236336822623,1.8053464552517383e-14,12.362363368326195,cholesky,8.086195022658019e-12
1000.0,bspline_C0,12,26.93777251604696,17204361.784192003,21.18567520209512,31416424.535196383,135736.166169393,True,150700906.46585116,12.336443989090045,7.365431698962271e-17,12.336443988863337,cholesky,1.8377057589133147e-11
1000.0,enriched_split,12,1.1622066920705162e+16,7303513318498.171,7515267611663294.0,8650794211165.094,8128154745742.422,True,17099993.326057207,12.336391794966152,1.8157115603825e-14,12.3363917949307,cholesky,2.873816784525151e-12
1000.0,enriched_split_orthonormalized,12,1.0021903499577771,16787915.931224484,1.0011971787049014,16757191.332439242,198.77556232844134,True,16756138.307057217,12.336391794518011,2.3001640327986635e-17,12.336391794930691,cholesky,3.345221804526077e-11
1000.0,hermite_fem_split_rotation,81,1296196.1551142938,61101996.24493273,29.164828632867373,875701388.8648729,13399284.974025892,True,8583512640.498699,12.336391962012208,1.7136040933256208e-15,12.336391875840127,cholesky,6.985193231021556e-09
1000.0,monomial_raw,16,6.486799865407832e+17,8.12493078309227e+16,1.2905659158562472e+17,9.643677101121189e+17,1.8869597241026803e+17,False,nan,nan,nan,-208384.07156023337,general_pencil,nan
1000.0,monomial_orthonormalized,16,1.0003060979790257,68101810.8868849,1.0003051962162093,68101287.36517115,1129.3619282540071,True,68101274.026461,12.362363370755315,3.394160859117106e-17,12.362363368326198,cholesky,1.9649288660735993e-10
1000.0,shifted_legendre,16,4175067.666481988,334834.8664231176,14914989.857503658,860.1430549900907,1090.5087729877969,True,68101455.55399083,12.362363369744083,1.623842088355652e-13,12.36236336832619,cholesky,1.1469436029623636e-10
1000.0,integrated_legendre,16,4548248526.547487,471.54417907876615,678628.2277562902,316128.6724842568,13.928203230275537,True,68101455.54973657,12.36236336610139,1.3089911322040873e-11,12.362363368326179,cholesky,1.799647183501188e-10
1000.0,chebyshev,16,7490885.98124217,844826.6289592775,6056509.187028806,253.19328323789404,282.8883554262598,True,68101455.54981682,12.362363368554993,1.3242635239404427e-14,12.362363368326188,cholesky,1.8508226318764805e-11
1000.0,bspline_C0,16,26.528324064564668,50653327.53350864,20.308538483470333,106066528.83759542,311030.0806996667,True,500873447.8925144,12.336402038099001,2.1221529280249428e-17,12.33640203808732,cholesky,9.468986613626254e-13
1000.0,enriched_split,16,6.531149335784302e+17,1.2329163646588209e+18,4.5427847647310464e+17,7.20269412429998e+17,1.3329153517288225e+19,False,nan,nan,nan,-12366.95340760759,general_pencil,nan
1000.0,enriched_split_orthonormalized,16,1.0038803543625274,40865225.5854563,1.0019476278913166,40735292.57869047,712.1635915361124,True,40736997.379945435,12.336391794604625,1.0355363463538912e-17,12.336391794928076,cholesky,2.6219294360353864e-11
1000.0,hermite_fem_split_rotation,81,1296196.1551142938,61101996.24493273,29.164828632867373,875701388.8648729,13399284.974025892,True,8583512640.498699,12.336391962012208,1.7136040933256208e-15,12.336391875840127,cholesky,6.985193231021556e-09
1000.0,monomial_raw,20,2.002973735770418e+18,5.143481692579785e+18,7.546961433926176e+17,3.7257035291035756e+18,2.7053051730784688e+17,False,nan,nan,nan,-27823889.942106154,general_pencil,nan
1000.0,monomial_orthonormalized,20,1.3122461213544578,345100038.8409178,1.3121456441569848,344521966.41627586,2806.5469644918267,True,343021872.9191278,12.362363366489593,6.343993108328318e-18,12.362363368324958,cholesky,1.4846397752317247e-10
1000.0,shifted_legendre,20,14205572.04434656,1327008.4295692854,54312681.36775506,2020.409071911582,2769.3209785250847,True,345597067.9251127,12.362363363948052,2.1481035005732984e-13,12.362363368326184,cholesky,3.5415005242646885e-10
1000.0,integrated_legendre,20,28390076070.016968,593.2329994861896,2337161.5014931164,798072.271946299,13.928203230275495,True,345597068.24464566,12.362363352713203,9.191805953754367e-11,12.362363368326214,cholesky,1.2629471293687962e-09
1000.0,chebyshev,20,26360575.066349555,3458416.1356095346,20703070.457544625,469.2845128617019,571.5715506496766,True,345597068.2141166,12.362363365053787,8.198417760114384e-14,12.362363368326191,cholesky,2.647070363525652e-10
1000.0,bspline_C0,20,26.47483466691784,292773734.28543735,19.99733743691813,682456873.1557101,1366725.898910745,True,2765476056.1906676,12.336395034903791,3.256786570649493e-17,12.336395028467058,cholesky,5.21767809620812e-10
1000.0,enriched_split,20,4.0081644926590035e+17,1.4155770418742454e+17,1.643785339499449e+17,3.7116105478729216e+17,2.4027039507180218e+17,False,nan,nan,nan,-1388404.9550986604,general_pencil,nan
1000.0,enriched_split_orthonormalized,20,1.0134799668949805,172771560.46155566,1.0129632789939624,172689876.4531528,1914.7701381799434,True,172660527.37154153,12.336391799019877,8.935910153558869e-18,12.336391800012944,cholesky,8.049898042271565e-11
1000.0,hermite_fem_split_rotation,81,1296196.1551142938,61101996.24493273,29.164828632867373,875701388.8648729,13399284.974025892,True,8583512640.498699,12.336391962012208,1.7136040933256208e-15,12.336391875840127,cholesky,6.985193231021556e-09
1000.0,monomial_raw,24,2.8255708746254454e+18,1.378372473373655e+18,5.725931393060782e+18,1.1612883193692697e+19,3.0624325295160586e+18,False,nan,nan,nan,-175586.4428406127,general_pencil,nan
1000.0,monomial_orthonormalized,24,604.1924054139772,869974674.1303279,593.5896331754278,948709304.0586516,3895670.258936469,True,965094530.8536255,12.36234602563247,2.740830584818996e-17,12.362346004962422,cholesky,1.672016684810671e-09
1000.0,shifted_legendre,24,39204001.99369421,4188471.1657719826,156855481.10940614,4092.7512479624925,5945.019956918333,True,1329520291.804018,12.362363359709628,2.0508808339810385e-13,12.362363368326186,cholesky,6.969992611399747e-10
1000.0,integrated_legendre,24,129508460197.09302,714.9218198935797,6491745.025694254,1690313.9154671016,13.928203230275548,True,1329520296.1847177,12.36236338773153,1.13958842160861e-10,12.36236336832619,cholesky,1.5697112886635554e-09
1000.0,chebyshev,24,74514841.9351708,11166805.185191171,57304596.159900434,781.4365448900516,1015.6169384096513,True,1329520294.42433,12.362363387187143,2.2188279680742373e-13,12.362363368326186,cholesky,1.525675688257713e-09
1000.0,bspline_C0,23,26.486222397675043,46155338.72249855,19.737050981342662,65189988.485275835,472867.02667758276,True,417720567.9162097,12.336393122983553,4.525529024251218e-17,12.336393118734831,cholesky,3.4440555047230527e-10
1000.0,enriched_split,24,2.5020996108487757e+18,8.372753438546115e+17,1.2969165499702666e+18,2.256402887070001e+19,7.208417226692749e+17,False,nan,nan,nan,-11192050.028102497,general_pencil,nan
1000.0,enriched_split_orthonormalized,24,92.8391334868826,573893986.6521357,92.80569603332818,575877020.3645357,10267.841623632521,True,745674632.2521038,12.336391550449688,9.43020071698858e-18,12.33639154866485,cholesky,1.4468079553632174e-10
1000.0,hermite_fem_split_rotation,81,1296196.1551142938,61101996.24493273,29.164828632867373,875701388.8648729,13399284.974025892,True,8583512640.498699,12.336391962012208,1.7136040933256208e-15,12.336391875840127,cholesky,6.985193231021556e-09
