family,solver,mode,e_lam_source,size_label,size,iterations,e_lam,p_correct,seconds_reported,seconds_per_attempt,accounting,E_T_success,factorization_ok,ensemble_seconds,seconds_per_attempt_min,seconds_per_attempt_max
classical,bspline_p3,2,p1_basis_study.csv,n_dof,23,,2.917313854100488e-06,1.0,0.007729247910901904,0.007729247910901904,single deterministic solve (numpy/CPU),0.007729247910901904,True,,,
classical,bspline_p3,3,p1_basis_study.csv,n_dof,23,,2.3324407053099288e-05,1.0,0.007729247910901904,0.007729247910901904,single deterministic solve (numpy/CPU),0.007729247910901904,True,,,
neural_gradient,a_prime_projection_diagonal,1,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,6.888926011683084e-06,1.0,,40.229763705981895,"measured directly at n_seeds = 1 (GB10 GPU, shared)",40.229763705981895,True,100.43301705701742,39.26835126010701,43.81383442715742
neural_gradient,a_prime_projection_diagonal,2,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,1.5578891879491043e-05,1.0,,75.18481463799253,"measured directly at n_seeds = 1 (GB10 GPU, shared)",75.18481463799253,True,161.91379802802112,74.70160853001289,76.33093653107062
neural_gradient,a_prime_projection_diagonal,3,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,nan,0.0,,118.2661163629964,"measured directly at n_seeds = 1 (GB10 GPU, shared)",inf,True,223.06691458902787,108.42910863202997,118.30577705497853
neural_gradient,b_projection_exact,1,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,6.888926011683084e-06,1.0,,40.33271486591548,"measured directly at n_seeds = 1 (GB10 GPU, shared)",40.33271486591548,True,99.97754498105496,35.2993597520981,44.70162019599229
neural_gradient,b_projection_exact,2,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,1.5578891879491043e-05,1.0,,77.02620036900043,"measured directly at n_seeds = 1 (GB10 GPU, shared)",77.02620036900043,True,165.54052110295743,75.16075883293524,99.16630550194532
neural_gradient,b_projection_exact,3,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,3.778181819077156e-05,1.0,,127.01823012600653,"measured directly at n_seeds = 1 (GB10 GPU, shared)",127.01823012600653,True,228.49044850096107,103.49465463496745,139.51297580613755
neural_gradient,c_curriculum(stage1=0.5),1,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,1.242621295080287e-05,1.0,,37.535870822146535,"measured directly at n_seeds = 1 (GB10 GPU, shared)",37.535870822146535,True,100.20515269506723,28.404137970181182,42.94780041789636
neural_gradient,c_curriculum(stage1=0.5),2,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,2.269452621293385e-05,1.0,,86.15111762401648,"measured directly at n_seeds = 1 (GB10 GPU, shared)",86.15111762401648,True,166.74475291499402,81.39969092793763,93.40816537081264
neural_gradient,c_curriculum(stage1=0.5),3,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,2.1474176242479125e-05,1.0,,123.04701621388085,"measured directly at n_seeds = 1 (GB10 GPU, shared)",123.04701621388085,True,230.19304558006115,119.42534160707146,130.07674276316538
neural_gradient,d_neural_basis_galerkin(M=9),1,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,7.118407418872446e-05,0.96,,36.28245244384743,"measured directly at n_seeds = 1 (GB10 GPU, shared)",37.79422129567441,True,924.4082339130109,27.26078342809342,38.91728300298564
neural_gradient,d_neural_basis_galerkin(M=9),2,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,0.004217664144824149,0.82,,36.28245244384743,"measured directly at n_seeds = 1 (GB10 GPU, shared)",44.246893224204186,True,924.4082339130109,27.26078342809342,38.91728300298564
neural_gradient,d_neural_basis_galerkin(M=9),3,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,0.024499176915247518,0.22,,36.28245244384743,"measured directly at n_seeds = 1 (GB10 GPU, shared)",164.9202383811247,True,924.4082339130109,27.26078342809342,38.91728300298564
neural_gradient,e_simultaneous_subspace,1,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,0.01483762013652901,0.2,,93.17520887893625,"measured directly at n_seeds = 1 (GB10 GPU, shared)",465.87604439468123,True,649.0604948110413,88.80063884099945,109.81113684200682
neural_gradient,e_simultaneous_subspace,2,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,0.013074448764290923,0.58,,93.17520887893625,"measured directly at n_seeds = 1 (GB10 GPU, shared)",160.64691186023492,True,649.0604948110413,88.80063884099945,109.81113684200682
neural_gradient,e_simultaneous_subspace,3,records.jsonl (median over correct seeds),MLP width x depth,64x4,4000,0.00105046406649845,0.44,,93.17520887893625,"measured directly at n_seeds = 1 (GB10 GPU, shared)",211.76183836121874,True,649.0604948110413,88.80063884099945,109.81113684200682
neural_randfeat,f_eig_pielm(nf=20),1,mode_sweep.csv,random features,20,,3.0481609971869926e-08,1.0,,0.013200869550928473,"single deterministic solve (numpy/CPU, no backprop)",0.013200869550928473,True,0.013200869550928473,,
neural_randfeat,f_eig_pielm(nf=20),2,mode_sweep.csv,random features,20,,1.1308725148624215e-06,1.0,,0.013200869550928473,"single deterministic solve (numpy/CPU, no backprop)",0.013200869550928473,True,0.013200869550928473,,
neural_randfeat,f_eig_pielm(nf=20),3,mode_sweep.csv,random features,20,,3.14900466292916e-05,1.0,,0.013200869550928473,"single deterministic solve (numpy/CPU, no backprop)",0.013200869550928473,True,0.013200869550928473,,
neural_randfeat,f_eig_pielm(nf=40),1,mode_sweep.csv,random features,40,,1.4073417714559516e-08,1.0,,0.013697063084691763,"single deterministic solve (numpy/CPU, no backprop)",0.013697063084691763,True,0.013697063084691763,,
neural_randfeat,f_eig_pielm(nf=40),2,mode_sweep.csv,random features,40,,2.8917333207257193e-07,1.0,,0.013697063084691763,"single deterministic solve (numpy/CPU, no backprop)",0.013697063084691763,True,0.013697063084691763,,
neural_randfeat,f_eig_pielm(nf=40),3,mode_sweep.csv,random features,40,,3.0691635973230518e-06,1.0,,0.013697063084691763,"single deterministic solve (numpy/CPU, no backprop)",0.013697063084691763,True,0.013697063084691763,,
neural_randfeat,f_eig_pielm(nf=80),1,mode_sweep.csv,random features,80,,1.2245228956829264e-08,1.0,,0.01381837553344667,"single deterministic solve (numpy/CPU, no backprop)",0.01381837553344667,True,0.01381837553344667,,
neural_randfeat,f_eig_pielm(nf=80),2,mode_sweep.csv,random features,80,,7.66024716779432e-08,1.0,,0.01381837553344667,"single deterministic solve (numpy/CPU, no backprop)",0.01381837553344667,True,0.01381837553344667,,
neural_randfeat,f_eig_pielm(nf=80),3,mode_sweep.csv,random features,80,,2.544822255838768e-06,1.0,,0.01381837553344667,"single deterministic solve (numpy/CPU, no backprop)",0.01381837553344667,True,0.01381837553344667,,
neural_randfeat,f_eig_pielm(nf=160),1,mode_sweep.csv,random features,160,,1.4651706747282539e-08,1.0,,0.017482117982581258,"single deterministic solve (numpy/CPU, no backprop)",0.017482117982581258,True,0.017482117982581258,,
neural_randfeat,f_eig_pielm(nf=160),2,mode_sweep.csv,random features,160,,4.0360811021458504e-08,1.0,,0.017482117982581258,"single deterministic solve (numpy/CPU, no backprop)",0.017482117982581258,True,0.017482117982581258,,
neural_randfeat,f_eig_pielm(nf=160),3,mode_sweep.csv,random features,160,,2.5018740454926165e-06,1.0,,0.017482117982581258,"single deterministic solve (numpy/CPU, no backprop)",0.017482117982581258,True,0.017482117982581258,,
