m,basis,n_dof,cholesky_ok,seconds,e_lam_mode1,e_lam_mode2,e_lam_mode3,e_lam_mode4
4,integrated_legendre,12,True,0.0012670338619500399,7.246877477519533e-11,2.5577793484269514e-10,6.366291796639852e-10,1.6947709348606575e-07
4,chebyshev,12,True,0.0006733729969710112,6.62589292742648e-11,2.3077534181408763e-10,6.390920980963982e-10,1.6947714227798024e-07
4,bspline_p3,11,True,0.0017820070497691631,4.436158451195267e-05,0.00016284518163733053,0.0006470447312221361,0.0024744274613514535
4,radial_hermite_fem,80,True,0.05017939885146916,1.7134563957720705e-07,6.214170570079094e-07,2.323941460291336e-06,7.761983508293855e-06
4,monomial_raw,16,False,0.00034599797800183296,nan,nan,nan,nan
4,monomial_orthonormalized,16,True,0.00048703793436288834,2.3870938606555978e-11,1.9311311391370792e-10,8.545722010557403e-12,1.7182407526758722e-13
4,shifted_legendre,16,True,0.0012618338223546743,1.5134854126279678e-11,1.3144356266023658e-10,3.886931919583059e-11,8.652241491675975e-12
4,integrated_legendre,16,True,0.0019433340057730675,6.460087131684918e-12,1.0071848758565712e-11,5.205304418856512e-12,9.081227657321778e-12
4,chebyshev,16,True,0.001094762934371829,1.0521956250751067e-11,8.582512433629196e-11,6.796354874705183e-12,2.2402185670745114e-12
4,bspline_p3,15,True,0.0033234080765396357,1.1667793678876732e-05,4.270204879846041e-05,0.00016327511959135884,0.0005834418143412986
4,radial_hermite_fem,80,True,0.0489372608717531,1.7134563957720705e-07,6.214170570079094e-07,2.323941460291336e-06,7.761983508293855e-06
